,Respondent,LanguageWorkedWith,LanguageDesireNextYear,DatabaseWorkedWith,DatabaseDesireNextYear,PlatformWorkedWith,PlatformDesireNextYear,WebFrameWorkedWith,WebFrameDesireNextYear,DevEnviron
1439,469.0,Bash/Shell/PowerShell,JavaScript,MariaDB,MongoDB,Linux,AWS,jQuery,Express,Atom
1446,475.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Android,Angular/Angular.js,Angular/Angular.js,Visual Studio
1447,475.0,HTML/CSS,HTML/CSS,MySQL,MySQL,Microsoft Azure,Microsoft Azure,ASP.NET,ASP.NET,Visual Studio Code
1451,476.0,HTML/CSS,Go,Firebase,Firebase,AWS,AWS,Laravel,Laravel,PHPStorm
1459,479.0,C#,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Windows,Microsoft Azure,ASP.NET,Angular/Angular.js,Notepad++
1472,486.0,Bash/Shell/PowerShell,Clojure,Elasticsearch,Elasticsearch,Android,Android,Express,Angular/Angular.js,Android Studio
1473,486.0,HTML/CSS,Dart,MongoDB,MongoDB,Docker,Docker,React.js,Express,IntelliJ
1484,497.0,Dart,Dart,Firebase,Firebase,Android,Android,Angular/Angular.js,Angular/Angular.js,IntelliJ
1485,497.0,JavaScript,Go,MySQL,SQLite,Google Cloud Platform,Google Cloud Platform,React.js,Other(s):,Sublime Text
1491,498.0,C++,HTML/CSS,PostgreSQL,PostgreSQL,AWS,AWS,Express,Express,IntelliJ
1495,499.0,Bash/Shell/PowerShell,JavaScript,MariaDB,Elasticsearch,Heroku,Arduino,Angular/Angular.js,Angular/Angular.js,Sublime Text
1509,503.0,Bash/Shell/PowerShell,JavaScript,MySQL,MySQL,AWS,Linux,jQuery,Angular/Angular.js,Sublime Text
1515,510.0,Python,C++,Elasticsearch,Elasticsearch,AWS,Docker,Django,Django,Vim
1519,520.0,HTML/CSS,HTML/CSS,Microsoft SQL Server,MongoDB,Windows,AWS,jQuery,Express,Atom
1526,525.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Android,ASP.NET,ASP.NET,Notepad++
1531,526.0,Bash/Shell/PowerShell,C#,PostgreSQL,PostgreSQL,Android,Android,Angular/Angular.js,ASP.NET,Notepad++
1532,526.0,C#,HTML/CSS,SQLite,SQLite,Windows,Docker,ASP.NET,Vue.js,Visual Studio
1536,528.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MongoDB,AWS,AWS,Django,Spring,IntelliJ
1549,533.0,C#,C#,Oracle,PostgreSQL,AWS,AWS,Angular/Angular.js,React.js,Eclipse
1553,539.0,Bash/Shell/PowerShell,Go,PostgreSQL,Couchbase,AWS,AWS,Express,Flask,PyCharm
1554,539.0,JavaScript,JavaScript,SQLite,MongoDB,Docker,Docker,Flask,React.js,Vim
1562,542.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,PostgreSQL,Docker,Docker,Django,Django,IntelliJ
1570,545.0,Bash/Shell/PowerShell,C++,MySQL,PostgreSQL,Android,Android,jQuery,jQuery,Android Studio
1571,545.0,C++,JavaScript,PostgreSQL,SQLite,Linux,Linux,Laravel,Laravel,Visual Studio Code
1591,550.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Arduino,Angular/Angular.js,Angular/Angular.js,Visual Studio
1592,550.0,HTML/CSS,HTML/CSS,MySQL,Oracle,WordPress,Docker,ASP.NET,ASP.NET,Visual Studio Code
1598,553.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,ASP.NET,ASP.NET,Notepad++
1610,555.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Arduino,ASP.NET,Angular/Angular.js,Notepad++
1616,558.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,DynamoDB,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
1617,558.0,C,C,Elasticsearch,Elasticsearch,Docker,Docker,React.js,Spring,IntelliJ
1626,561.0,HTML/CSS,HTML/CSS,PostgreSQL,PostgreSQL,Heroku,Heroku,Django,Django,Atom
1632,562.0,C#,C#,Microsoft SQL Server,PostgreSQL,Android,Android,ASP.NET,ASP.NET,Visual Studio
1652,565.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,AWS,Android,Laravel,Angular/Angular.js,PHPStorm
1653,565.0,HTML/CSS,HTML/CSS,Firebase,MongoDB,Docker,AWS,Vue.js,Django,Vim
1677,572.0,Assembly,Assembly,PostgreSQL,PostgreSQL,Linux,Linux,Angular/Angular.js,Angular/Angular.js,IntelliJ
1695,575.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,MySQL,Android,Docker,Flask,Django,Eclipse
1707,581.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,Docker,Android,jQuery,Laravel,PHPStorm
1713,582.0,C,Dart,MariaDB,Firebase,AWS,Android,Angular/Angular.js,ASP.NET,Android Studio
1714,582.0,C++,Swift,Microsoft SQL Server,Redis,Linux,Google Cloud Platform,Django,Vue.js,Eclipse
1722,583.0,Java,Scala,MySQL,Elasticsearch,Docker,Docker,Angular/Angular.js,React.js,Notepad++
1727,586.0,Java,C,MySQL,Firebase,Android,Android,Spring,Angular/Angular.js,Android Studio
1739,588.0,C#,C#,Couchbase,Couchbase,AWS,Docker,Angular/Angular.js,Angular/Angular.js,Visual Studio
1747,589.0,C#,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,AWS,AWS,ASP.NET,ASP.NET,Visual Studio
1754,590.0,C#,C#,Elasticsearch,Elasticsearch,MacOS,Docker,ASP.NET,ASP.NET,Visual Studio
1759,591.0,C#,C#,MongoDB,MongoDB,Docker,Docker,Angular/Angular.js,Angular/Angular.js,Visual Studio
1760,591.0,JavaScript,JavaScript,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,ASP.NET,ASP.NET,Visual Studio Code
1762,594.0,HTML/CSS,Dart,MongoDB,MongoDB,Android,Android,jQuery,jQuery,Android Studio
1767,596.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,DynamoDB,AWS,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
1768,596.0,C,Elixir,Elasticsearch,Elasticsearch,Docker,AWS,Django,Django,IntelliJ
1769,596.0,C++,Erlang,MongoDB,MongoDB,Kubernetes,Docker,Flask,Flask,PyCharm
1770,596.0,HTML/CSS,Go,MySQL,MySQL,Linux,Google Cloud Platform,jQuery,jQuery,Sublime Text
1779,598.0,Assembly,Assembly,DynamoDB,Elasticsearch,Android,Android,Angular/Angular.js,jQuery,Android Studio
1780,598.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,MySQL,Arduino,Arduino,Drupal,Laravel,Sublime Text
1781,598.0,C,C,MongoDB,Redis,AWS,AWS,jQuery,Vue.js,Visual Studio
1789,602.0,C++,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Android,Android,Django,ASP.NET,Android Studio
1790,602.0,C#,C#,MySQL,MySQL,Arduino,iOS,jQuery,jQuery,Atom
1791,602.0,HTML/CSS,F#,PostgreSQL,Oracle,iOS,MacOS,Laravel,React.js,Notepad++
1800,603.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,MariaDB,Docker,Docker,Spring,React.js,IntelliJ
1806,604.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,Linux,Linux,ASP.NET,ASP.NET,Notepad++
1807,604.0,C#,C,MySQL,Microsoft SQL Server,Raspberry Pi,Windows,jQuery,Vue.js,Vim
1816,607.0,C#,C#,Microsoft SQL Server,Redis,Microsoft Azure,Microsoft Azure,ASP.NET,ASP.NET,Visual Studio
1828,613.0,Assembly,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Android,Angular/Angular.js,jQuery,Notepad++
1838,614.0,Bash/Shell/PowerShell,C#,MySQL,Cassandra,Linux,Android,Spring,Spring,Android Studio
1847,615.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Windows,ASP.NET,ASP.NET,Notepad++
1864,628.0,Bash/Shell/PowerShell,JavaScript,Elasticsearch,DynamoDB,AWS,Docker,React.js,React.js,Vim
1868,637.0,C++,C++,Microsoft SQL Server,Microsoft SQL Server,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
1869,637.0,C#,C#,MySQL,MySQL,Arduino,Arduino,ASP.NET,ASP.NET,Notepad++
1874,639.0,HTML/CSS,JavaScript,Firebase,Firebase,Android,Android,Express,Django,Android Studio
1875,639.0,JavaScript,Kotlin,PostgreSQL,PostgreSQL,AWS,AWS,React.js,Express,Visual Studio Code
1886,643.0,Bash/Shell/PowerShell,Go,Microsoft SQL Server,MySQL,AWS,Docker,Ruby on Rails,React.js,Sublime Text
1893,645.0,C++,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Windows,ASP.NET,ASP.NET,Notepad++
1897,647.0,Assembly,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
1898,647.0,Bash/Shell/PowerShell,HTML/CSS,SQLite,SQLite,AWS,AWS,ASP.NET,ASP.NET,Notepad++
1913,654.0,Clojure,Clojure,Cassandra,Elasticsearch,AWS,AWS,React.js,Other(s):,IntelliJ
1917,657.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,PostgreSQL,AWS,Arduino,jQuery,jQuery,Eclipse
1927,659.0,Python,Python,Cassandra,MongoDB,Docker,Docker,Flask,Flask,IPython / Jupyter
1932,660.0,HTML/CSS,Assembly,Elasticsearch,Elasticsearch,Docker,Android,Angular/Angular.js,Angular/Angular.js,IntelliJ
1944,661.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,MySQL,Android,Android,jQuery,jQuery,Android Studio
1953,664.0,HTML/CSS,C++,Firebase,Cassandra,Android,AWS,jQuery,Angular/Angular.js,Eclipse
1954,664.0,Java,Erlang,MariaDB,Elasticsearch,AWS,Docker,Laravel,Express,NetBeans
1955,664.0,JavaScript,Go,MongoDB,Firebase,Google Cloud Platform,Heroku,Vue.js,jQuery,Notepad++
1963,665.0,Ruby,JavaScript,PostgreSQL,PostgreSQL,Heroku,Heroku,Ruby on Rails,React.js,Atom
1966,666.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Linux,Linux,ASP.NET,ASP.NET,Sublime Text
1975,668.0,Bash/Shell/PowerShell,Python,MySQL,PostgreSQL,Docker,Docker,Django,Django,PyCharm
1986,670.0,C#,C#,Microsoft SQL Server,Elasticsearch,Docker,Docker,Angular/Angular.js,ASP.NET,Notepad++
1992,671.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,Cassandra,Android,Android,Laravel,Laravel,Android Studio
1993,671.0,HTML/CSS,Elixir,MySQL,Firebase,AWS,AWS,Spring,Spring,IntelliJ
2000,674.0,C#,Dart,MongoDB,Firebase,Docker,Docker,Express,Angular/Angular.js,PyCharm
2001,674.0,HTML/CSS,Elixir,MySQL,PostgreSQL,Linux,Linux,Vue.js,Express,Visual Studio Code
2007,675.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Windows,Angular/Angular.js,Angular/Angular.js,Android Studio
2014,677.0,Other(s):,Other(s):,Other(s):,Other(s):,Other(s):,Other(s):,Other(s):,Other(s):,IntelliJ
2016,679.0,C#,Go,Elasticsearch,DynamoDB,AWS,AWS,ASP.NET,Django,Visual Studio
2017,679.0,HTML/CSS,Python,Microsoft SQL Server,Elasticsearch,Windows,Linux,Django,Flask,Visual Studio Code
2024,681.0,Bash/Shell/PowerShell,C#,MongoDB,Elasticsearch,Android,Docker,Django,Angular/Angular.js,IPython / Jupyter
2037,683.0,HTML/CSS,Go,Elasticsearch,Elasticsearch,AWS,Android,Angular/Angular.js,Express,Atom
2038,683.0,JavaScript,HTML/CSS,MySQL,MongoDB,Docker,Docker,Express,React.js,IntelliJ
2044,685.0,C#,Assembly,MariaDB,SQLite,Android,Android,Spring,Spring,IntelliJ
2050,686.0,C#,C++,Microsoft SQL Server,Microsoft SQL Server,Android,Arduino,ASP.NET,ASP.NET,Notepad++
2055,688.0,HTML/CSS,C,MariaDB,Couchbase,Android,AWS,Express,Django,Visual Studio Code
2069,691.0,HTML/CSS,HTML/CSS,MySQL,Elasticsearch,AWS,AWS,jQuery,Angular/Angular.js,Notepad++
2081,694.0,C#,C#,MySQL,PostgreSQL,Docker,Android,Angular/Angular.js,Django,IntelliJ
2090,695.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,Angular/Angular.js,Angular/Angular.js,Visual Studio
2098,697.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Docker,AWS,React.js,Flask,IPython / Jupyter
2103,699.0,Bash/Shell/PowerShell,C,MySQL,SQLite,Android,Android,ASP.NET,ASP.NET,Notepad++
2110,701.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,MySQL,AWS,iOS,Flask,Flask,Vim
2128,705.0,Go,Go,Redis,Redis,Google Cloud Platform,Google Cloud Platform,Other(s):,Other(s):,Visual Studio Code
2131,707.0,C#,HTML/CSS,Elasticsearch,MongoDB,Android,Android,Express,Express,Sublime Text
2132,707.0,HTML/CSS,JavaScript,MongoDB,MySQL,Heroku,iOS,jQuery,React.js,Visual Studio
2138,708.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,PostgreSQL,Docker,Docker,Angular/Angular.js,React.js,IPython / Jupyter
2147,714.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,Docker,Arduino,jQuery,Django,Visual Studio Code
2154,715.0,HTML/CSS,HTML/CSS,MariaDB,MariaDB,Google Cloud Platform,Google Cloud Platform,jQuery,jQuery,Notepad++
2159,718.0,C#,C#,Microsoft SQL Server,Elasticsearch,Android,Android,ASP.NET,Angular/Angular.js,Notepad++
2160,718.0,HTML/CSS,HTML/CSS,MySQL,Microsoft SQL Server,Arduino,Arduino,jQuery,ASP.NET,Visual Studio
2167,720.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Kubernetes,Angular/Angular.js,Angular/Angular.js,Visual Studio
2173,721.0,Bash/Shell/PowerShell,Rust,MongoDB,PostgreSQL,Docker,Docker,Express,Express,IntelliJ
2185,725.0,C#,Java,Microsoft SQL Server,MongoDB,Arduino,AWS,ASP.NET,Angular/Angular.js,Visual Studio
2191,729.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Arduino,Arduino,Django,Django,Emacs
2192,729.0,Go,Elixir,Oracle,PostgreSQL,Docker,AWS,Flask,Flask,IntelliJ
2193,729.0,HTML/CSS,HTML/CSS,PostgreSQL,Redis,Heroku,Docker,jQuery,jQuery,PyCharm
2201,731.0,C,HTML/CSS,MySQL,MySQL,Linux,Linux,jQuery,jQuery,NetBeans
2207,732.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,MongoDB,Slack,Docker,ASP.NET,Angular/Angular.js,Visual Studio
2214,736.0,C#,C#,MySQL,Oracle,Android,Android,Angular/Angular.js,Angular/Angular.js,Eclipse
2226,741.0,C++,C#,DynamoDB,DynamoDB,Google Cloud Platform,Google Cloud Platform,Angular/Angular.js,Angular/Angular.js,Notepad++
2227,741.0,C#,HTML/CSS,Firebase,Firebase,Heroku,Heroku,ASP.NET,Express,Visual Studio
2235,742.0,Go,Elixir,PostgreSQL,PostgreSQL,Docker,Docker,Flask,Flask,Komodo
2236,742.0,JavaScript,Go,Redis,Redis,Kubernetes,Kubernetes,Vue.js,Vue.js,PyCharm
2240,743.0,HTML/CSS,JavaScript,MariaDB,Elasticsearch,Linux,Docker,Laravel,Laravel,PHPStorm
2244,744.0,C,C#,Other(s):,Other(s):,Android,Android,ASP.NET,ASP.NET,Android Studio
2251,746.0,Go,Elixir,Couchbase,PostgreSQL,Android,AWS,Angular/Angular.js,Flask,Android Studio
2252,746.0,HTML/CSS,Erlang,Elasticsearch,Redis,AWS,Docker,Flask,React.js,IntelliJ
2258,749.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Android,ASP.NET,ASP.NET,Visual Studio
2263,751.0,HTML/CSS,HTML/CSS,Couchbase,Elasticsearch,Docker,Docker,jQuery,Express,PHPStorm
2300,761.0,C#,C++,Firebase,Firebase,Android,Android,Angular/Angular.js,Angular/Angular.js,Atom
2301,761.0,HTML/CSS,HTML/CSS,MariaDB,MariaDB,iOS,iOS,ASP.NET,jQuery,Eclipse
2309,762.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,ASP.NET,jQuery,Visual Studio
2313,764.0,C#,C#,Oracle,Microsoft SQL Server,Windows,Android,jQuery,Angular/Angular.js,Notepad++
2324,768.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Android,AWS,Angular/Angular.js,ASP.NET,Android Studio
2325,768.0,C#,C#,Microsoft SQL Server,PostgreSQL,AWS,Docker,ASP.NET,Django,IntelliJ
2326,768.0,Go,Go,MySQL,Redis,Docker,Google Cloud Platform,Django,jQuery,Notepad++
2327,768.0,HTML/CSS,HTML/CSS,PostgreSQL,SQLite,Google Cloud Platform,Kubernetes,jQuery,Vue.js,PyCharm
2336,769.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Firebase,Android,Android,Angular/Angular.js,Angular/Angular.js,Visual Studio Code
2349,770.0,Go,Go,MariaDB,Elasticsearch,AWS,Arduino,Angular/Angular.js,Angular/Angular.js,PyCharm
2350,770.0,HTML/CSS,HTML/CSS,MySQL,MariaDB,Docker,AWS,jQuery,Django,RubyMine
2351,770.0,JavaScript,Python,SQLite,PostgreSQL,Linux,Docker,Ruby on Rails,Ruby on Rails,Sublime Text
2355,771.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,PostgreSQL,AWS,AWS,Spring,Spring,IntelliJ
2362,773.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,DynamoDB,Android,AWS,Angular/Angular.js,React.js,IntelliJ
2363,773.0,C,C++,MariaDB,Elasticsearch,AWS,Docker,Express,Other(s):,Visual Studio
2373,774.0,Ruby,Java,Couchbase,Elasticsearch,Android,Docker,Ruby on Rails,Ruby on Rails,RubyMine
2378,776.0,HTML/CSS,HTML/CSS,MySQL,MySQL,Google Cloud Platform,Google Cloud Platform,Flask,Flask,IPython / Jupyter
2388,779.0,C,Assembly,DynamoDB,DynamoDB,AWS,AWS,Django,Angular/Angular.js,PyCharm
2393,780.0,HTML/CSS,C#,Oracle,Firebase,Linux,Android,Other(s):,jQuery,Android Studio
2399,781.0,HTML/CSS,HTML/CSS,Elasticsearch,Elasticsearch,Docker,Docker,Express,Angular/Angular.js,Eclipse
2400,781.0,Java,Java,Microsoft SQL Server,Oracle,Kubernetes,Kubernetes,jQuery,Express,Visual Studio Code
2405,785.0,HTML/CSS,Go,MariaDB,DynamoDB,AWS,AWS,Laravel,Laravel,Emacs
2409,786.0,Java,Ruby,MySQL,PostgreSQL,MacOS,MacOS,Ruby on Rails,Ruby on Rails,IntelliJ
2412,787.0,C#,C#,PostgreSQL,PostgreSQL,AWS,AWS,ASP.NET,ASP.NET,Visual Studio
2420,791.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,PostgreSQL,Docker,Android,Angular/Angular.js,Other(s):,IntelliJ
2449,812.0,C#,C#,MariaDB,Elasticsearch,Android,Android,Angular/Angular.js,ASP.NET,Visual Studio
2450,812.0,HTML/CSS,HTML/CSS,MongoDB,MongoDB,Docker,Docker,ASP.NET,jQuery,Visual Studio Code
2455,814.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Google Cloud Platform,Google Cloud Platform,ASP.NET,ASP.NET,Notepad++
2460,816.0,HTML/CSS,C#,MariaDB,Firebase,iOS,Android,jQuery,Laravel,Android Studio
2461,816.0,JavaScript,HTML/CSS,MySQL,MariaDB,MacOS,iOS,Laravel,React.js,PHPStorm
2466,817.0,Assembly,C++,MariaDB,PostgreSQL,Docker,Linux,Flask,Ruby on Rails,IntelliJ
2480,827.0,C,Go,MySQL,MongoDB,Android,AWS,Express,Django,IntelliJ
2481,827.0,HTML/CSS,Python,Oracle,Redis,Windows,Docker,jQuery,React.js,Notepad++
2486,828.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,DynamoDB,Microsoft Azure,AWS,ASP.NET,ASP.NET,Visual Studio
2493,829.0,Java,Java,MongoDB,MongoDB,Docker,Docker,Spring,Spring,IntelliJ
2497,830.0,C#,C#,DynamoDB,DynamoDB,AWS,AWS,Express,Express,IntelliJ
2503,831.0,C,C,MySQL,MySQL,Linux,Linux,jQuery,jQuery,Eclipse
2508,832.0,C,C#,Firebase,Firebase,Android,Android,jQuery,ASP.NET,Android Studio
2517,837.0,Java,Kotlin,MySQL,MySQL,Android,Android,Other(s):,Other(s):,Android Studio
2527,843.0,Bash/Shell/PowerShell,HTML/CSS,MariaDB,MariaDB,Docker,Linux,ASP.NET,ASP.NET,Sublime Text
2528,843.0,C#,JavaScript,Microsoft SQL Server,Microsoft SQL Server,Kubernetes,MacOS,jQuery,jQuery,Vim
2529,843.0,HTML/CSS,PHP,MySQL,MySQL,Linux,Microsoft Azure,Laravel,Laravel,Visual Studio
2530,843.0,JavaScript,SQL,PostgreSQL,PostgreSQL,MacOS,Windows,Vue.js,Vue.js,Visual Studio Code
2534,844.0,HTML/CSS,Ruby,Elasticsearch,Cassandra,AWS,AWS,Angular/Angular.js,Angular/Angular.js,IntelliJ
2535,844.0,Java,Rust,MySQL,PostgreSQL,Docker,Docker,Ruby on Rails,Ruby on Rails,RubyMine
2541,845.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,Firebase,Windows,Android,Angular/Angular.js,Angular/Angular.js,Sublime Text
2552,848.0,HTML/CSS,HTML/CSS,MySQL,DynamoDB,AWS,AWS,ASP.NET,jQuery,Sublime Text
2559,850.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,MongoDB,AWS,AWS,Angular/Angular.js,Angular/Angular.js,IntelliJ
2582,860.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,Firebase,AWS,AWS,Angular/Angular.js,Express,Vim
2583,860.0,C#,C#,MongoDB,MongoDB,Docker,Docker,ASP.NET,Vue.js,Visual Studio Code
2589,861.0,C#,Kotlin,MongoDB,MongoDB,Docker,Docker,Flask,Vue.js,PyCharm
2594,864.0,Bash/Shell/PowerShell,C++,MySQL,Couchbase,AWS,Android,Angular/Angular.js,Django,IntelliJ
2595,864.0,Dart,C#,SQLite,DynamoDB,Docker,Arduino,Express,Express,Vim
2608,869.0,Java,JavaScript,SQLite,MongoDB,Android,Android,Express,Express,Android Studio
2611,870.0,Python,Go,DynamoDB,MongoDB,Docker,Docker,Django,Other(s):,IPython / Jupyter
2618,871.0,Assembly,Bash/Shell/PowerShell,Microsoft SQL Server,Cassandra,Android,Docker,jQuery,React.js,Eclipse
2619,871.0,Bash/Shell/PowerShell,C,MySQL,Couchbase,Arduino,Google Cloud Platform,Laravel,Spring,IPython / Jupyter
2654,880.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,MySQL,AWS,AWS,Angular/Angular.js,jQuery,Visual Studio Code
2680,885.0,Java,Java,Firebase,Firebase,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
2681,885.0,JavaScript,JavaScript,MongoDB,MongoDB,Docker,Docker,Express,Express,PHPStorm
2682,885.0,PHP,PHP,MySQL,MySQL,Google Cloud Platform,Google Cloud Platform,jQuery,jQuery,Sublime Text
2683,885.0,Python,Python,PostgreSQL,PostgreSQL,Heroku,Heroku,Laravel,Laravel,Vim
2697,895.0,Go,Elixir,DynamoDB,DynamoDB,Arduino,Arduino,Angular/Angular.js,Django,IntelliJ
2698,895.0,HTML/CSS,Go,Elasticsearch,Elasticsearch,AWS,AWS,Django,React.js,IPython / Jupyter
2699,895.0,JavaScript,JavaScript,MySQL,Redis,Docker,Docker,React.js,Ruby on Rails,PyCharm
2704,896.0,C#,C#,MySQL,PostgreSQL,Android,Docker,Angular/Angular.js,React.js,Visual Studio
2705,896.0,HTML/CSS,HTML/CSS,PostgreSQL,SQLite,Heroku,Heroku,ASP.NET,Ruby on Rails,Visual Studio Code
2712,898.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,AWS,AWS,Flask,jQuery,IntelliJ
2721,899.0,Bash/Shell/PowerShell,HTML/CSS,MongoDB,MongoDB,Android,Android,Express,Express,Android Studio
2731,900.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Couchbase,Android,Android,Angular/Angular.js,Angular/Angular.js,IntelliJ
2732,900.0,C#,C#,Oracle,Firebase,Linux,AWS,ASP.NET,ASP.NET,PyCharm
2733,900.0,HTML/CSS,HTML/CSS,PostgreSQL,PostgreSQL,Microsoft Azure,Docker,Django,Django,Vim
2739,901.0,Bash/Shell/PowerShell,C#,DynamoDB,DynamoDB,AWS,AWS,ASP.NET,ASP.NET,Notepad++
2740,901.0,C#,Python,Microsoft SQL Server,Microsoft SQL Server,Slack,Raspberry Pi,jQuery,Django,PyCharm
2745,907.0,Bash/Shell/PowerShell,Other(s):,MySQL,PostgreSQL,Docker,Docker,Flask,Flask,Atom
2750,909.0,C++,C#,Microsoft SQL Server,Microsoft SQL Server,Docker,Docker,Angular/Angular.js,Angular/Angular.js,Notepad++
2756,910.0,Elixir,Elixir,Elasticsearch,Elasticsearch,Android,Android,jQuery,Django,Atom
2757,910.0,HTML/CSS,JavaScript,MySQL,PostgreSQL,Arduino,Arduino,React.js,Flask,Vim
2766,913.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,MySQL,AWS,AWS,Vue.js,Vue.js,IntelliJ
2778,915.0,Bash/Shell/PowerShell,F#,Elasticsearch,DynamoDB,AWS,Kubernetes,ASP.NET,Spring,IntelliJ
2786,916.0,C#,C,Microsoft SQL Server,Elasticsearch,Windows,Windows,Angular/Angular.js,Angular/Angular.js,Visual Studio
2789,917.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Android,Android,ASP.NET,ASP.NET,Notepad++
2798,918.0,HTML/CSS,HTML/CSS,MySQL,MySQL,Android,Android,Angular/Angular.js,Angular/Angular.js,IntelliJ
2839,927.0,C#,C#,MariaDB,MariaDB,Android,Android,ASP.NET,ASP.NET,Notepad++
2840,927.0,HTML/CSS,HTML/CSS,Microsoft SQL Server,MongoDB,iOS,Docker,jQuery,jQuery,PHPStorm
2845,929.0,C#,JavaScript,Firebase,MongoDB,Android,Android,Express,Express,Android Studio
2846,929.0,HTML/CSS,Kotlin,MongoDB,SQLite,AWS,iOS,React.js,React.js,IPython / Jupyter
2863,934.0,JavaScript,JavaScript,MySQL,MongoDB,Docker,Docker,jQuery,Express,Atom
2868,935.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,AWS,ASP.NET,ASP.NET,Notepad++
2869,935.0,C#,C#,Redis,PostgreSQL,Windows,Linux,jQuery,Other(s):,Vim
2876,938.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Android,Android,ASP.NET,Angular/Angular.js,Android Studio
